datetime_hora,fecha,hora_periodo,turno,dia,mes,dia_semana_2024,tipo_semana,tipo_carga,consumo_kwh,potencia_media_kw,reactiva_retrasada_kvarh,reactiva_adelantada_kvarh,CO2(tCO2),factor_potencia_retrasada,factor_potencia_adelantada
2024-01-05 13:00:00,2024-01-05,14,M,5,1,Friday,Weekday,Medium_Load,296.96999999999997,296.96999999999997,88.38,33.41,0.13,97.02,82.295
2024-01-05 14:00:00,2024-01-05,15,T,5,1,Friday,Weekday,Medium_Load,361.59,361.59,144.82999999999998,0.0,0.16,93.085,100.0
2024-01-05 15:00:00,2024-01-05,16,T,5,1,Friday,Weekday,Medium_Load,401.36,401.36,160.27,0.0,0.18,93.0,100.0
2024-01-05 16:00:00,2024-01-05,17,T,5,1,Friday,Weekday,Medium_Load,495.58,495.58,211.49,0.0,0.24,92.0625,100.0
2024-01-05 17:00:00,2024-01-05,18,T,5,1,Friday,Weekday,Medium_Load,374.71000000000004,374.71000000000004,147.92,6.98,0.17,93.825,99.655
2024-01-05 18:00:00,2024-01-05,19,T,5,1,Friday,Weekday,Maximum_Load,246.78000000000003,246.78000000000003,102.7,4.17,0.11,91.445,99.97
2024-01-05 19:00:00,2024-01-05,20,T,5,1,Friday,Weekday,Maximum_Load,244.95,244.95,95.95,0.0,0.12,93.16,100.0
2024-01-05 20:00:00,2024-01-05,21,T,5,1,Friday,Weekday,Maximum_Load,189.14,189.14,33.44,4.54,0.09,98.185,99.8325
2024-01-05 21:00:00,2024-01-05,22,T,5,1,Friday,Weekday,Medium_Load,37.980000000000004,37.980000000000004,0.0,95.01,0.01,100.0,36.035000000000004
2024-01-05 22:00:00,2024-01-05,23,N,5,1,Friday,Weekday,Medium_Load,17.06,17.06,9.969999999999999,41.79,0.0,83.435,60.985
2024-01-05 23:00:00,2024-01-05,24,N,5,1,Friday,Weekday,Maximum_Load,16.310000000000002,16.310000000000002,15.51,0.0,0.0,72.57,100.0
2024-01-06 00:00:00,2024-01-06,1,N,6,1,Saturday,Weekend,Light_Load,15.979999999999999,15.979999999999999,17.28,0.0,0.0,68.1725,100.0
2024-01-06 01:00:00,2024-01-06,2,N,6,1,Saturday,Weekend,Light_Load,16.599999999999998,16.599999999999998,19.14,0.0,0.0,65.53999999999999,100.0
2024-01-06 02:00:00,2024-01-06,3,N,6,1,Saturday,Weekend,Light_Load,16.82,16.82,21.810000000000002,0.0,0.0,61.0725,100.0
2024-01-06 03:00:00,2024-01-06,4,N,6,1,Saturday,Weekend,Light_Load,16.71,16.71,22.42,0.0,0.0,59.76,100.0
2024-01-06 04:00:00,2024-01-06,5,N,6,1,Saturday,Weekend,Light_Load,16.88,16.88,22.97,0.0,0.0,59.2175,100.0
2024-01-06 05:00:00,2024-01-06,6,N,6,1,Saturday,Weekend,Light_Load,16.75,16.75,21.89,0.0,0.0,60.8,100.0
2024-01-06 06:00:00,2024-01-06,7,M,6,1,Saturday,Weekend,Light_Load,16.7,16.7,21.560000000000002,0.0,0.0,61.237500000000004,100.0
2024-01-06 07:00:00,2024-01-06,8,M,6,1,Saturday,Weekend,Light_Load,16.41,16.41,21.28,0.0,0.0,61.075,100.0
2024-01-06 08:00:00,2024-01-06,9,M,6,1,Saturday,Weekend,Light_Load,16.39,16.39,20.59,0.14,0.0,62.2825,99.985
2024-01-06 09:00:00,2024-01-06,10,M,6,1,Saturday,Weekend,Light_Load,17.33,17.33,0.0,94.58,0.0,100.0,18.195
2024-01-06 10:00:00,2024-01-06,11,M,6,1,Saturday,Weekend,Light_Load,16.67,16.67,0.0,93.28,0.0,100.0,17.7075
2024-01-06 11:00:00,2024-01-06,12,M,6,1,Saturday,Weekend,Light_Load,14.66,14.66,0.0,42.519999999999996,0.0,100.0,36.1125
2024-01-06 12:00:00,2024-01-06,13,M,6,1,Saturday,Weekend,Light_Load,15.23,15.23,0.0,63.8,0.0,100.0,26.9075
2024-01-06 13:00:00,2024-01-06,14,M,6,1,Saturday,Weekend,Light_Load,15.23,15.23,0.0,85.53,0.0,100.0,17.675
2024-01-06 14:00:00,2024-01-06,15,T,6,1,Saturday,Weekend,Light_Load,14.4,14.4,0.0,77.84,0.0,100.0,18.2675
2024-01-06 15:00:00,2024-01-06,16,T,6,1,Saturday,Weekend,Light_Load,15.24,15.24,0.0,83.62,0.0,100.0,18.0625
2024-01-06 16:00:00,2024-01-06,17,T,6,1,Saturday,Weekend,Light_Load,14.36,14.36,0.0,78.94,0.0,100.0,18.06
2024-01-06 17:00:00,2024-01-06,18,T,6,1,Saturday,Weekend,Light_Load,14.28,14.28,0.0,78.44,0.0,100.0,18.075
2024-01-06 18:00:00,2024-01-06,19,T,6,1,Saturday,Weekend,Light_Load,14.58,14.58,0.0,59.69,0.0,100.0,30.07
2024-01-06 19:00:00,2024-01-06,20,T,6,1,Saturday,Weekend,Light_Load,14.47,14.47,0.0,79.64,0.0,100.0,17.9875
2024-01-06 20:00:00,2024-01-06,21,T,6,1,Saturday,Weekend,Light_Load,14.58,14.58,0.0,78.45,0.0,100.0,18.415
2024-01-06 21:00:00,2024-01-06,22,T,6,1,Saturday,Weekend,Light_Load,15.29,15.29,0.0,85.14,0.0,100.0,17.845
2024-01-06 22:00:00,2024-01-06,23,N,6,1,Saturday,Weekend,Light_Load,13.93,13.93,8.75,28.189999999999998,0.0,82.7075,62.655
2024-01-06 23:00:00,2024-01-06,24,N,6,1,Saturday,Weekend,Light_Load,13.47,13.47,12.14,0.0,0.0,74.3425,100.0
2024-01-07 00:00:00,2024-01-07,1,N,7,1,Sunday,Weekend,Light_Load,13.54,13.54,13.36,0.0,0.0,71.3025,100.0
2024-01-07 01:00:00,2024-01-07,2,N,7,1,Sunday,Weekend,Light_Load,13.56,13.56,13.42,0.0,0.0,71.1375,100.0
2024-01-07 02:00:00,2024-01-07,3,N,7,1,Sunday,Weekend,Light_Load,14.18,14.18,15.0,0.0,0.0,68.9575,100.0
2024-01-07 03:00:00,2024-01-07,4,N,7,1,Sunday,Weekend,Light_Load,13.69,13.69,13.79,0.0,0.0,70.5775,100.0
2024-01-07 04:00:00,2024-01-07,5,N,7,1,Sunday,Weekend,Light_Load,14.04,14.04,15.01,0.0,0.0,68.385,100.0
2024-01-07 05:00:00,2024-01-07,6,N,7,1,Sunday,Weekend,Light_Load,13.82,13.82,14.55,0.0,0.0,68.9775,100.0
2024-01-07 06:00:00,2024-01-07,7,M,7,1,Sunday,Weekend,Light_Load,13.9,13.9,15.02,0.0,0.0,68.0325,100.0
2024-01-07 07:00:00,2024-01-07,8,M,7,1,Sunday,Weekend,Light_Load,13.97,13.97,16.49,0.0,0.0,64.695,100.0
2024-01-07 08:00:00,2024-01-07,9,M,7,1,Sunday,Weekend,Light_Load,13.73,13.73,16.560000000000002,0.18,0.0,63.927499999999995,99.9625
2024-01-07 09:00:00,2024-01-07,10,M,7,1,Sunday,Weekend,Light_Load,15.51,15.51,0.0,77.48,0.0,100.0,19.7425
2024-01-07 10:00:00,2024-01-07,11,M,7,1,Sunday,Weekend,Light_Load,14.9,14.9,0.0,75.75,0.0,100.0,19.38
2024-01-07 11:00:00,2024-01-07,12,M,7,1,Sunday,Weekend,Light_Load,14.8,14.8,0.0,40.260000000000005,0.0,100.0,42.245000000000005
2024-01-07 12:00:00,2024-01-07,13,M,7,1,Sunday,Weekend,Light_Load,15.01,15.01,0.0,59.32000000000001,0.0,100.0,29.515
2024-01-07 13:00:00,2024-01-07,14,M,7,1,Sunday,Weekend,Light_Load,15.02,15.02,0.0,73.91,0.0,100.0,20.1325
2024-01-07 14:00:00,2024-01-07,15,T,7,1,Sunday,Weekend,Light_Load,15.58,15.58,0.0,79.66999999999999,0.0,100.0,19.4275
2024-01-07 15:00:00,2024-01-07,16,T,7,1,Sunday,Weekend,Light_Load,14.98,14.98,0.0,72.75999999999999,0.0,100.0,20.3525
2024-01-07 16:00:00,2024-01-07,17,T,7,1,Sunday,Weekend,Light_Load,14.870000000000001,14.870000000000001,0.0,74.47999999999999,0.0,100.0,19.795
2024-01-07 17:00:00,2024-01-07,18,T,7,1,Sunday,Weekend,Light_Load,15.48,15.48,0.0,81.46000000000001,0.0,100.0,18.9825
2024-01-07 18:00:00,2024-01-07,19,T,7,1,Sunday,Weekend,Light_Load,14.36,14.36,0.0,46.230000000000004,0.0,100.0,33.7375
2024-01-07 19:00:00,2024-01-07,20,T,7,1,Sunday,Weekend,Light_Load,14.860000000000001,14.860000000000001,0.0,77.03999999999999,0.0,100.0,19.085
2024-01-07 20:00:00,2024-01-07,21,T,7,1,Sunday,Weekend,Light_Load,15.41,15.41,0.0,80.17,0.0,100.0,19.005
2024-01-07 21:00:00,2024-01-07,22,T,7,1,Sunday,Weekend,Light_Load,15.120000000000001,15.120000000000001,0.0,74.77000000000001,0.0,100.0,19.93
2024-01-07 22:00:00,2024-01-07,23,N,7,1,Sunday,Weekend,Light_Load,14.65,14.65,10.920000000000002,33.379999999999995,0.0,77.885,61.677499999999995
2024-01-07 23:00:00,2024-01-07,24,N,7,1,Sunday,Weekend,Light_Load,13.940000000000001,13.940000000000001,17.1,0.0,0.0,63.339999999999996,100.0
2024-01-08 00:00:00,2024-01-08,1,N,8,1,Monday,Weekday,Light_Load,15.149999999999999,15.149999999999999,18.0,0.0,0.0,64.00750000000001,100.0
2024-01-08 01:00:00,2024-01-08,2,N,8,1,Monday,Weekday,Light_Load,14.55,14.55,20.16,0.0,0.0,58.8175,100.0
2024-01-08 02:00:00,2024-01-08,3,N,8,1,Monday,Weekday,Light_Load,14.0,14.0,19.73,0.0,0.0,58.1125,100.0
2024-01-08 03:00:00,2024-01-08,4,N,8,1,Monday,Weekday,Light_Load,14.36,14.36,20.87,0.0,0.0,56.7725,100.0
2024-01-08 04:00:00,2024-01-08,5,N,8,1,Monday,Weekday,Light_Load,14.33,14.33,20.45,0.0,0.0,57.504999999999995,100.0
2024-01-08 05:00:00,2024-01-08,6,N,8,1,Monday,Weekday,Light_Load,14.07,14.07,19.66,0.0,0.0,58.3975,100.0
2024-01-08 06:00:00,2024-01-08,7,M,8,1,Monday,Weekday,Light_Load,14.54,14.54,20.85,0.0,0.0,57.6,100.0
2024-01-08 07:00:00,2024-01-08,8,M,8,1,Monday,Weekday,Light_Load,18.97,18.97,21.060000000000002,0.0,0.0,65.68,100.0
2024-01-08 08:00:00,2024-01-08,9,M,8,1,Monday,Weekday,Light_Load,268.56,268.56,171.5,0.0,0.12,82.93,100.0
2024-01-08 09:00:00,2024-01-08,10,M,8,1,Monday,Weekday,Light_Load,454.40000000000003,454.40000000000003,151.85,0.0,0.2,94.92,100.0
2024-01-08 10:00:00,2024-01-08,11,M,8,1,Monday,Weekday,Medium_Load,490.53999999999996,490.53999999999996,207.0,0.0,0.22,92.11500000000001,100.0
2024-01-08 11:00:00,2024-01-08,12,M,8,1,Monday,Weekday,Maximum_Load,475.15999999999997,475.15999999999997,248.72,0.0,0.21,88.7925,100.0
