datetime_hora,fecha,dia,mes,mes_nombre,dia_semana_2024,tipo_semana,hora_periodo,turno,periodo_tarifario,tramo_horario,hora_inicio,hora_fin,tipo_carga,consumo_kwh,consumo_mwh,potencia_media_kw,reactiva_retrasada_kvarh,reactiva_adelantada_kvarh,CO2(tCO2),factor_potencia_retrasada,factor_potencia_adelantada,potencia_eur_kw_anio,energia_regulada_eur_kwh,exceso_potencia_eur_kw_dia,reactiva_095_eur_kvarh,reactiva_080_eur_kvarh,iee_perc,iva_perc,alq_trif_eur_dia,bs_eur_dia,fnee_eur_kwh,tasa_mun_perc,precio_variable_parcial_eur_kwh,coste_estimado_parcial_eur,semana_anio
2024-01-01 10:00:00,2024-01-01,1,1,Enero,Monday,Weekday,11,M,P1,10-11,10,11,Light_Load,15.02,0.01502,15.02,0.0,74.12,0.0,100.0,20.005,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,0.6932631199999999,1
2024-01-01 11:00:00,2024-01-01,1,1,Enero,Monday,Weekday,12,M,P1,11-12,11,12,Light_Load,15.16,0.01516,15.16,0.0,40.57,0.0,100.0,44.9575,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,0.69972496,1
2024-01-01 12:00:00,2024-01-01,1,1,Enero,Monday,Weekday,13,M,P1,12-13,12,13,Light_Load,15.01,0.015009999999999999,15.01,0.0,57.28,0.0,100.0,31.7875,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,0.6928015599999999,1
2024-01-01 13:00:00,2024-01-01,1,1,Enero,Monday,Weekday,14,M,P1,13-14,13,14,Light_Load,15.23,0.01523,15.23,0.0,73.69,0.0,100.0,20.4575,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,0.70295588,1
2024-01-01 14:00:00,2024-01-01,1,1,Enero,Monday,Weekday,15,T,P2,14-15,14,15,Light_Load,15.8,0.0158,15.8,0.0,80.42,0.0,100.0,19.46,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,0.5495398,1
2024-01-01 15:00:00,2024-01-01,1,1,Enero,Monday,Weekday,16,T,P2,15-16,15,16,Light_Load,15.26,0.01526,15.26,0.0,74.19,0.0,100.0,20.2425,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,0.53075806,1
2024-01-01 16:00:00,2024-01-01,1,1,Enero,Monday,Weekday,17,T,P2,16-17,16,17,Light_Load,15.63,0.01563,15.63,0.0,79.67,0.0,100.0,19.335,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,0.54362703,1
2024-01-01 17:00:00,2024-01-01,1,1,Enero,Monday,Weekday,18,T,P2,17-18,17,18,Light_Load,15.08,0.01508,15.08,0.0,77.05000000000001,0.0,100.0,19.3775,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,0.52449748,1
2024-01-01 18:00:00,2024-01-01,1,1,Enero,Monday,Weekday,19,T,P1,18-19,18,19,Light_Load,14.69,0.01469,14.69,0.0,48.02,0.0,100.0,34.035,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,0.6780316399999999,1
2024-01-01 19:00:00,2024-01-01,1,1,Enero,Monday,Weekday,20,T,P1,19-20,19,20,Light_Load,15.41,0.01541,15.41,0.0,81.58,0.0,100.0,18.63,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,0.7112639599999999,1
2024-01-01 20:00:00,2024-01-01,1,1,Enero,Monday,Weekday,21,T,P1,20-21,20,21,Light_Load,14.89,0.01489,14.89,0.0,76.86,0.0,100.0,19.1275,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,0.6872628399999999,1
2024-01-01 21:00:00,2024-01-01,1,1,Enero,Monday,Weekday,22,T,P1,21-22,21,22,Light_Load,15.55,0.015550000000000001,15.55,0.0,84.63,0.0,100.0,18.3125,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,0.7177258,1
2024-01-01 22:00:00,2024-01-01,1,1,Enero,Monday,Weekday,23,N,P2,22-23,22,23,Light_Load,14.0,0.014,14.0,9.0,27.58,0.0,81.9825,63.2675,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,0.486934,1
2024-01-01 23:00:00,2024-01-01,1,1,Enero,Monday,Weekday,24,N,P2,23-24,23,24,Light_Load,13.97,0.01397,13.97,14.07,0.0,0.0,70.5925,100.0,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,0.48589057,1
2024-01-02 00:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,1,N,P6,0-1,0,1,Light_Load,14.94,0.01494,14.94,15.59,0.0,0.0,69.1,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.0498996,1
2024-01-02 01:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,2,N,P6,1-2,1,2,Light_Load,13.98,0.013980000000000001,13.98,15.81,0.0,0.0,66.3975,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.046693200000000004,1
2024-01-02 02:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,3,N,P6,2-3,2,3,Light_Load,14.33,0.01433,14.33,17.1,0.0,0.0,64.4025,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.0478622,1
2024-01-02 03:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,4,N,P6,3-4,3,4,Light_Load,13.79,0.013789999999999998,13.79,15.8,0.0,0.0,65.88,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.0460586,1
2024-01-02 04:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,5,N,P6,4-5,4,5,Light_Load,14.41,0.014410000000000001,14.41,16.23,0.0,0.0,66.635,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.0481294,1
2024-01-02 05:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,6,N,P6,5-6,5,6,Light_Load,13.61,0.013609999999999999,13.61,14.69,0.0,0.0,68.0075,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.0454574,1
2024-01-02 06:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,7,M,P6,6-7,6,7,Light_Load,14.18,0.01418,14.18,15.05,0.0,0.0,68.63499999999999,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.0473612,1
2024-01-02 07:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,8,M,P6,7-8,7,8,Light_Load,19.23,0.01923,19.23,16.2,0.0,0.0,75.2925,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.0642282,1
2024-01-02 08:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,9,M,P2,8-9,8,9,Light_Load,134.0,0.134,134.0,87.35,0.07,0.0,83.6275,100.0,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,4.660654,1
2024-01-02 09:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,10,M,P1,9-10,9,10,Light_Load,212.43,0.21243,212.43,27.73,2.2,0.0,99.01,99.9875,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,9.80491908,1
2024-01-02 10:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,11,M,P1,10-11,10,11,Medium_Load,241.02,0.24102,241.02,55.33,0.79,0.0,97.425,99.9975,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,11.124519119999999,1
2024-01-02 11:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,12,M,P1,11-12,11,12,Maximum_Load,441.43,0.44143,441.43,229.11,0.0,0.0,89.07,100.0,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,20.37464308,1
2024-01-02 12:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,13,M,P1,12-13,12,13,Maximum_Load,159.22,0.15922,159.22,71.60000000000001,70.16,0.0,96.06,58.3125,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,7.3489583199999995,1
2024-01-02 13:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,14,M,P1,13-14,13,14,Medium_Load,310.0,0.31,310.0,123.88,32.01,0.0,94.415,82.43,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,14.308359999999999,1
2024-01-02 14:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,15,T,P2,14-15,14,15,Medium_Load,442.91,0.44291,442.91,179.68,0.0,0.0,92.82,100.0,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,15.40485271,1
2024-01-02 15:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,16,T,P2,15-16,15,16,Medium_Load,488.76,0.48876,488.76,210.63,0.0,0.0,91.9075,100.0,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,16.99956156,1
2024-01-02 16:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,17,T,P2,16-17,16,17,Medium_Load,498.93,0.49893,498.93,218.05,0.0,0.0,91.7025,100.0,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,17.35328433,1
2024-01-02 17:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,18,T,P2,17-18,17,18,Medium_Load,383.08,0.38308,383.08,141.26,0.0,0.0,93.76,100.0,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,13.323905479999999,1
2024-01-02 18:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,19,T,P1,18-19,18,19,Maximum_Load,196.3,0.1963,196.3,55.73,1.6800000000000002,0.0,94.6875,99.995,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,9.0604228,1
2024-01-02 19:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,20,T,P1,19-20,19,20,Maximum_Load,151.66,0.15166,151.66,16.23,3.85,0.0,99.38,99.9525,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,7.000018959999999,1
2024-01-02 20:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,21,T,P1,20-21,20,21,Maximum_Load,108.11,0.10811,108.11,6.19,39.81,0.0,99.79,83.035,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,4.989925159999999,1
2024-01-02 21:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,22,T,P1,21-22,21,22,Medium_Load,26.46,0.02646,26.46,0.0,101.59,0.0,100.0,25.3225,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,1.2212877599999998,1
2024-01-02 22:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,23,N,P2,22-23,22,23,Medium_Load,19.29,0.019289999999999998,19.29,12.239999999999998,41.9,0.0,81.7925,62.2825,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,0.67092549,1
2024-01-02 23:00:00,2024-01-02,2,1,Enero,Tuesday,Weekday,24,N,P2,23-24,23,24,Maximum_Load,18.36,0.018359999999999998,18.36,18.15,0.0,0.0,71.17750000000001,100.0,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,0.6385791599999999,1
2024-01-03 00:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,1,N,P6,0-1,0,1,Light_Load,18.36,0.018359999999999998,18.36,18.15,0.0,0.0,71.115,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.0613224,1
2024-01-03 01:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,2,N,P6,1-2,1,2,Light_Load,18.46,0.01846,18.46,18.43,0.0,0.0,70.77250000000001,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.06165640000000001,1
2024-01-03 02:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,3,N,P6,2-3,2,3,Light_Load,18.46,0.01846,18.46,18.39,0.0,0.0,70.8575,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.06165640000000001,1
2024-01-03 03:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,4,N,P6,3-4,3,4,Light_Load,18.53,0.01853,18.53,19.26,0.0,0.0,69.34,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.061890200000000006,1
2024-01-03 04:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,5,N,P6,4-5,4,5,Light_Load,18.29,0.01829,18.29,17.560000000000002,0.0,0.0,72.1375,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.0610886,1
2024-01-03 05:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,6,N,P6,5-6,5,6,Light_Load,18.29,0.01829,18.29,17.1,0.0,0.0,73.0525,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.0610886,1
2024-01-03 06:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,7,M,P6,6-7,6,7,Light_Load,18.39,0.01839,18.39,18.01,0.0,0.0,71.44749999999999,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.0614226,1
2024-01-03 07:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,8,M,P6,7-8,7,8,Light_Load,23.04,0.023039999999999998,23.04,17.39,0.0,0.0,78.4875,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.0769536,1
2024-01-03 08:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,9,M,P2,8-9,8,9,Light_Load,230.66000000000005,0.23066000000000006,230.66000000000005,115.1,0.0,0.1,89.365,100.0,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,8.022585460000002,1
2024-01-03 09:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,10,M,P1,9-10,9,10,Light_Load,415.55,0.41555000000000003,415.55,125.28,0.0,0.19,95.7475,100.0,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,19.1801258,1
2024-01-03 10:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,11,M,P1,10-11,10,11,Medium_Load,254.59,0.25459,254.59,59.51,0.04,0.11,97.3575,100.0,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,11.750856039999999,1
2024-01-03 11:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,12,M,P1,11-12,11,12,Maximum_Load,279.93,0.27993,279.93,147.77,0.04,0.13,88.505,100.0,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,12.92044908,1
2024-01-03 12:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,13,M,P1,12-13,12,13,Maximum_Load,101.67,0.10167,101.67,45.28,72.22,0.04,96.3675,52.125,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,4.69268052,1
2024-01-03 13:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,14,M,P1,13-14,13,14,Medium_Load,167.5,0.1675,167.5,52.26,31.82,0.07,96.1625,81.99,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,7.731129999999999,1
2024-01-03 14:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,15,T,P2,14-15,14,15,Medium_Load,261.64,0.26164,261.64,94.79,0.0,0.13,94.095,100.0,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,9.10010084,1
2024-01-03 15:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,16,T,P2,15-16,15,16,Medium_Load,257.69,0.25769,257.69,91.37,0.0,0.12,94.3525,100.0,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,8.96271589,1
2024-01-03 16:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,17,T,P2,16-17,16,17,Medium_Load,389.13,0.38913,389.13,134.56,0.0,0.17,94.4475,100.0,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,13.53433053,1
2024-01-03 17:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,18,T,P2,17-18,17,18,Medium_Load,485.53,0.48552999999999996,485.53,168.95,0.0,0.22,94.4525,100.0,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,16.88721893,1
2024-01-03 18:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,19,T,P1,18-19,18,19,Maximum_Load,186.74,0.18674000000000002,186.74,48.6,4.17,0.09,95.7175,99.955,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,8.619171439999999,1
2024-01-03 19:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,20,T,P1,19-20,19,20,Maximum_Load,163.82999999999998,0.16382999999999998,163.82999999999998,15.76,2.73,0.08,99.4675,99.9725,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,7.561737479999999,1
2024-01-03 20:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,21,T,P1,20-21,20,21,Maximum_Load,148.35,0.14834999999999998,148.35,11.71,10.4,0.08,99.6325,99.41,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,6.8472425999999995,1
2024-01-03 21:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,22,T,P1,21-22,21,22,Medium_Load,28.34,0.02834,28.34,0.0,102.23,0.0,100.0,26.8275,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,1.30806104,1
2024-01-03 22:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,23,N,P2,22-23,22,23,Medium_Load,19.54,0.01954,19.54,12.32,41.94,0.0,81.825,62.535,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,0.67962074,1
2024-01-03 23:00:00,2024-01-03,3,1,Enero,Wednesday,Weekday,24,N,P2,23-24,23,24,Maximum_Load,18.54,0.018539999999999997,18.54,18.04,0.0,0.0,71.695,100.0,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,0.64483974,1
2024-01-04 00:00:00,2024-01-04,4,1,Enero,Thursday,Weekday,1,N,P6,0-1,0,1,Light_Load,18.53,0.01853,18.53,18.86,0.0,0.0,70.10249999999999,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.061890200000000006,1
2024-01-04 01:00:00,2024-01-04,4,1,Enero,Thursday,Weekday,2,N,P6,1-2,1,2,Light_Load,18.51,0.018510000000000002,18.51,19.0,0.0,0.0,69.7825,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.06182340000000001,1
2024-01-04 02:00:00,2024-01-04,4,1,Enero,Thursday,Weekday,3,N,P6,2-3,2,3,Light_Load,18.5,0.0185,18.5,19.34,0.0,0.0,69.1275,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.061790000000000005,1
2024-01-04 03:00:00,2024-01-04,4,1,Enero,Thursday,Weekday,4,N,P6,3-4,3,4,Light_Load,18.58,0.01858,18.58,19.65,0.0,0.0,68.7075,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.06205719999999999,1
2024-01-04 04:00:00,2024-01-04,4,1,Enero,Thursday,Weekday,5,N,P6,4-5,4,5,Light_Load,18.57,0.01857,18.57,19.13,0.0,0.0,69.675,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.062023800000000004,1
2024-01-04 05:00:00,2024-01-04,4,1,Enero,Thursday,Weekday,6,N,P6,5-6,5,6,Light_Load,18.47,0.01847,18.47,18.03,0.0,0.0,71.5625,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.061689799999999996,1
2024-01-04 06:00:00,2024-01-04,4,1,Enero,Thursday,Weekday,7,M,P6,6-7,6,7,Light_Load,18.43,0.01843,18.43,18.68,0.0,0.0,70.235,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.0615562,1
2024-01-04 07:00:00,2024-01-04,4,1,Enero,Thursday,Weekday,8,M,P6,7-8,7,8,Light_Load,21.6,0.0216,21.6,18.87,0.0,0.0,74.5325,100.0,2.001136,0.00237,0.006142,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.00334,0.072144,1
2024-01-04 08:00:00,2024-01-04,4,1,Enero,Thursday,Weekday,9,M,P2,8-9,8,9,Light_Load,335.52000000000004,0.33552000000000004,335.52000000000004,207.11,0.0,0.15,85.065,100.0,11.899074,0.033811,0.110506,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.034781,11.669721120000002,1
2024-01-04 09:00:00,2024-01-04,4,1,Enero,Thursday,Weekday,10,M,P1,9-10,9,10,Light_Load,528.08,0.52808,528.08,210.05,0.0,0.24,92.92,100.0,13.982509,0.045186,0.171373,0.041554,0.062332,2.5,21,0.04471,0.00626,0.00097,1.5,0.046155999999999996,24.37406048,1
